Evaluator,problem,rationale,options,correct,category,llm_response,score_beforeRationale,comment_beforeRationale,rationale_provided,score_afterRationale,comment_afterRationale
Manali,one ball will drop from a certain height . the height it will reach after rebounding from the floor is 50 percent of the previous height . the total travel is 150 cm when it touches the floor on third time . what is the value of the original height ?,"""when ball comes down , then i have indicated the distance covered in green when ball goes up , then i have indicated the distance covered in red distance travelled uptil the ball touches the floor 3 rd time : h + 0.5 h + 0.5 h + 0.5 * 0.5 h + 0.5 * 0.5 h h + 2 * 0.5 * h + 2 * 0.25 * h = h ( 1 + 2 * 0.5 + 2 * 0.25 ) = h ( 1 + 1 + 0.5 ) = 150 2.5 h = 150 h = 60 . a is the answer .""","a ) 60 cm , b ) 90 cm , c ) 100 cm , d ) 120 cm , e ) 130 cm",a,gain,"It seems there is an error in the given information or problem setup. Please double-check the problem statement, as the current information leads to an inconsistent equation.",0,,That is incorrect. h + 0.5 h + 0.5 h + 0.5 * 0.5 h + 0.5 * 0.5 h h + 2 * 0.5 * h + 2 * 0.25 * h = h ( 1 + 2 * 0.5 + 2 * 0.25 ) . What is the answer now?,0,
Manali,"a distributor sells a product through an on - line store , which take a commission of 20 % of the price set by the distributor . the distributor obtains the product from a producer at the price of $ 15 per item . what is the price that the buyer observers on - line if the distributor wants to maintain a 40 % profit on the cost of the item ?","""producer price = $ 15 ; the distributor wants to maintain a 20 % profit on the cost of the item , thus he must get $ 15 * 1.2 = $ 18 after the store takes a commission of 40 % of the final price - - > ( final price ) * 0.6 = $ 18 - - > ( final price ) = $ 30 . answer : b .""","a ) 18 , b ) 30 , c ) 22 , d ) 22.5 , e ) 27",b,gain,"The price that the buyer observes online is $30.  The cost of the item is $15.  The distributor wants to maintain a 40% profit on the cost of the item.  Therefore, the price that the buyer observes online is 15 + (15 x 40%) + (15 x 20%) = 15 + 6 + 3 = $30.",1,Wrong calculation but correct answer?,,1,
Manali,"the price of a t . v . set worth rs . 30000 is to be paid in 20 installments of rs . 1000 each . if the rate of interest be 6 % per annum , and the first installment be paid at the time of purchase , then the value of the last installment covering the interest as well will be ?","""money paid in cash = rs . 1000 balance payment = ( 30000 - 1000 ) = rs . 29000 answer : c""","a ) 22678 , b ) 26699 , c ) 29000 , d ) 19000 , e ) 26711",c,gain,"the value of the last installment covering the interest as well will be Rs. 35,800.",0,,,0,
Manali,a number increased by 25 % gives 520 . the number is ?,"""formula = total = 100 % , increase = ` ` + ' ' decrease = ` ` - ' ' a number means = 100 % that same number increased by 25 % = 125 % 125 % - - - - - - - > 520 ( 120 Ã£ â€” 4.16 = 520 ) 100 % - - - - - - - > 416 ( 100 Ã£ â€” 4.16 = 416 ) option ' e '""","a ) 216 , b ) 316 , c ) 616 , d ) 516 , e ) 416",e,gain,"The number is 416.  Let x be the number.  The number increased by 25% is x + 25%x = 520.  Therefore, x + 25%x = 520  x = 416.",1,,,1,
Manali,last year a certain bond price with a face value of 5000 yielded 9 % of its face value in interest . if that interest was approx 6.5 of the bond ' s selling price approx what was the bond ' s selling price ?,"""interest = 0.09 * 5000 = 0.065 * selling price - - > selling price = 0.09 * 5000 / 0.065 - - > selling price = ~ 6,923 answer : e .""","a ) 4063 , b ) 5325 , c ) 5351 , d ) 6000 , e ) 6923",e,gain,"The bond's selling price was Rs. 76,154.  The face value of the bond is Rs. 5000.  The interest yielded is 9% of its face value, which is Rs. 450.  The interest is 6.5% of the bond's selling price.  Therefore, 450 = 6.5% x Selling Price  Selling Price = 450/6.5% = 76,154.",1,,,1,
Manali,"a reduction of 40 % in the price of bananas would enable a man to obtain 60 more for rs . 40 , what is reduced price per dozen ?","""40 * ( 40 / 100 ) = 16 - - - 60 ? - - - 12 = > rs . 3.2 answer : c""","a ) 1.2 , b ) 2.2 , c ) 3.2 , d ) 4.2 , e ) 5",c,gain,"To solve for P, we need to know the quantity. If the quantity is provided, we can solve the equation.",0,,"That is incorrect. ""40 * ( 40 / 100 ) = 16 - - - 60 ? - - - 12 = > """,0,
Manali,2 is what percent of 40 ?,"""2 = x * 40 / 100 x = 5 % ans ; c""","a ) 0.2 % , b ) 2 % , c ) 5 % , d ) 20 % , e ) 500 %",c,gain,"2 is 5% of 40.  2/40 = 5/100  Therefore, 2 is 5% of 40.",1,,,1,
Manali,"a trader cheats both his supplier and customer by using faulty weights . when he buys from the supplier , he takes 30 % more than the indicated weight . when he sells to his customer , he gives the customer a weight such that 40 % of that is added to the weight , the weight claimed by the trader is obtained . if he charges the cost price of the weight that he claims , find his profit percentage .","""anyways , one can infer that he ' steals ' 30 % from suppliers and then charges 40 % extra to customers so basically 1.3 * 1.4 = 1.82 given that 1 is start point , we get 21 % more hence answer is b""","a ) 28 % , b ) 82 % , c ) 24.33 % , d ) 29.109 % , e ) 78 %",b,gain,"To determine the exact profit percentage, we would need the value of ""x"" or more specific information about the weights used by the trader.",0,,That is incorrect. one can infer that he ' steals ' 30 % from suppliers and then charges 40 % extra to customers so basically 1.3 * 1.4 = 1.82 . Now what is the answer?,1,
Manali,a trader bought a car at 20 % discount on its original price . he sold it at a 40 % increase on the price he bought it . what percent of profit did he make on the original price ?,"""original price = 100 cp = 80 s = 80 * ( 140 / 100 ) = 112 100 - 112 = 12 % answer : c""","a ) 82 % , b ) 52 % , c ) 12 % , d ) 19 % , e ) 22 %",c,gain,the trader made a profit of 40% on the original price.,0,,"hat is incorrect. ""original price = 100 cp = 80 s = 80 * ( 140 / 100 )",0,
Manali,"an article is bought for rs . 675 and sold for rs . 1100 , find the gain percent ?","""675 - - - - 425 100 - - - - ? = > = 63 % answer : c""","a ) 65 % , b ) 64 % , c ) 63 % , d ) 62 % , e ) 61 %",c,gain,"The gain percent is 62.5%.  The article is bought for Rs. 675 and sold for Rs. 1100.  Therefore, the gain percent is (1100 - 675)/675 x 100 = 62.5%.",1,,,1,
Manali,the percentage profit earned by selling an article for rs . 1620 is equal to the percentage loss incurred by selling the same article for rs . 1280 . at what price should the article be sold to make 25 % profit ?,"""c . p . be rs . x . then , ( 1620 - x ) / x * 100 = ( x - 1280 ) / x * 100 1620 - x = x - 1280 2 x = 2900 = > x = 1450 required s . p . = 125 % of rs . 1450 = 125 / 100 * 1450 = rs . 1812.5 . answer b""","a ) 3000 , b ) 1812.5 , c ) 2000 , d ) 5600 , e ) 3400",b,gain,"Therefore, the article should be sold for Rs. 1812.5 to make a 25% profit.",1,,,1,
Manali,"a salesperson received a commission of 3 percent of the sale price for each of the first 100 machines that she sold and 4 percent of the sale price for each machine that she sold after the first 100 . if the sale price of each machine was $ 10,000 and the salesperson received a $ 45,000 commission , how many machines did she sell ?","""first 100 machines = 3 % commission = 0.03 * 100 * 10000 = 30000 commission from sale of next machines = 46000 - 30000 = 16000 so 40 more machines . . total = 140 machines imo a . .""","a ) 140 , b ) 103 , c ) 105 , d ) 115 , e ) 120",a,gain,The salesperson sold 150 machines.,0,,,1,
Manali,"in a shop , the profit is 320 % of the cost . if the cost increases by 25 % but the selling price remains constant , find out approximately what percentage of the selling price is the profit ?","let the cp = 100 profit = ( 320 / 100 ) Ã— 100 = 320 sp = cp + profit = 100 + 320 = 420 if the cost increases by 25 % , new cp = ( 125 / 100 ) Ã— 100 = 125 selling price is constant , hence new sp = 420 profit = sp â€“ cp = 420 â€“ 125 = 295 required percentage = ( 295 / 420 ) Ã— 100 = 2950 / 42 = 1475 / 21 â‰ˆ 70 answer : e","a ) 180 % , b ) 120 % , c ) 90 % , d ) 80 % , e ) 70 %",e,gain,70%,1,,,1,
Manali,after decreasing 80 % in the price of an article costs rs . 320 . find the actual cost of an article ?,"""cp * ( 20 / 100 ) = 320 cp = 16 * 100 = > cp = 1600 answer : e""","a ) 2777 , b ) 2987 , c ) 1200 , d ) 9977 , e ) 1600",e,gain,The actual cost of the article is Rs. 1600.,1,,,1,
Manali,an error 6 % in excess is made while measuring the side of a square . what is the percentage of error in the calculated area of the square ?,"""percentage error in calculated area = ( 6 + 6 + ( 6 Ã£ â€” 6 ) / 100 ) % = 12.36 % answer : e""","a ) 14.05 % , b ) 14.02 % , c ) 14 % , d ) 13 % , e ) 12.36 %",e,gain,The percentage of error in the calculated area of the square is 12%,0,,".That is incorrect.  ""percentage error in calculated area = 1.06*1.06 - 1*1""",1,Got correct answer after rationale
Manali,uncle bruce is baking chocolate chip cookies . he has 36 ounces of dough ( with no chocolate ) and 16 ounces of chocolate . how many ounces of chocolate are left over if he uses all the dough but only wants the cookies to consist of 20 % chocolate ?,"""answer is c . x / x + 36 = 1 / 5 x = 9 16 - 9 = 7""","a ) 3 , b ) 6 , c ) 7 , d ) 7.8 , e ) 9",c,gain,The amount of chocolate left over would be 6.4 ounces,0,,"That is incorrect. ""answer can be found by x / x + 36 = 1 / 5 x = 9 16 - 9 """,1,Got correct answer after rationale
Manali,"alex takes a loan of $ 8,000 to buy a used truck at the rate of 9 % simple interest . calculate the annual interest to be paid for the loan amount .","""from the details given in the problem principle = p = $ 8,000 and r = 9 % or 0.09 expressed as a decimal . as the annual interest is to be calculated , the time period t = 1 . plugging these values in the simple interest formula , i = p x t x r = 8,000 x 1 x 0.09 = 720.00 annual interest to be paid = $ 720 answer : c""","a ) 680 , b ) 700 , c ) 720 , d ) 730 , e ) 750",c,gain,The annual interest to be paid for the loan amount is $ 720.,1,,,1,
Manali,by how much is 70 % of 120 greater than 35 % of 200 .,( 70 / 100 ) * 120 Ã¢ â‚¬ â€œ ( 35 / 100 ) * 200 84 - 70 = 14 answer : b,"a ) 15 , b ) 14 , c ) 13 , d ) 16 , e ) 17",b,gain,The difference is 70%,0,,That is incorrect. ( 70 / 100 ) * 120 - ( 35 / 100 ) * 200 84 - 70,1,
Manali,john makes $ 50 a week from his job . he earns a raise andnow makes $ 90 a week . what is the % increase ?,"""increase = ( 40 / 50 ) * 100 = ( 4 / 5 ) * 100 = 80 % . d""","a ) 15 % , b ) 16.66 % , c ) 17.8 % , d ) 80 % , e ) 21 %",d,gain,The percentage increase is 80%.,1,,,1,
Manali,"in a school of 800 students , 44 % wear blue shirts , 28 % wear red shirts , 10 % wear green shirts , and the remaining students wear other colors . how many students wear other colors ( not blue , not red , not green ) ?","""44 + 28 + 10 = 82 % 100 â€“ 82 = 18 % 800 * 18 / 100 = 144 the answer is c .""","a ) 120 , b ) 132 , c ) 144 , d ) 156 , e ) 168",c,gain,The number of students wearing other colors is 228,0,"Correct rationale, incorect calculations. The number of students wearing other colors can be calculated by subtracting the number of students wearing blue, red, and green shirts from the total number of students in the school.

44% of 800 students = 352 students wearing blue shirts

28% of 800 students = 224 students wearing red shirts

10% of 800 students = 80 students wearing green shirts

Therefore, 800 - (352 + 224 + 80) = 228 students wearing other colors",800 - (352 + 224 + 80) is not 228. Its 144,0,"Even after rationale, it gave the same explanation with wrong answer."
Manali,a soccer team played 160 games and won 65 percent of them . how many games did it win ?,"""65 % of 160 = x 0.65 * 160 = x 104 = x answer : c""","a ) 84 , b ) 94 , c ) 104 , d ) 114 , e ) 124",c,gain,The soccer team won 104 games.,1,,,1,
Manali,"solution x is 30 % chemical a and 70 % chemical b by volume . solution y is 40 % chemical a and 60 % chemical b by volume . if a mixture of x and y is 36 % chemical a , what percent of the mixture is solution x ?","""the volume of the mixture be x + y . 0.3 x + 0.4 y = 0.36 ( x + y ) x = 2 y / 3 x / ( x + y ) = ( 2 y / 3 ) / ( 5 y / 3 ) = 2 / 5 = 40 % . the answer is c .""","a ) 30 % , b ) 35 % , c ) 40 % , d ) 45 % , e ) 50 %",c,gain,The percent of the mixture that is solution x is 25%.,0,Incorrect reasoning,"That is incorrect. ""the volume of the mixture be x + y . 0.3 x + 0.4 y = 0.36 ( x + y ) x = 2 y / 3 x / ( x + y ) = ( 2 y / 3 ) / ( 5 y / 3 ) = 2 / 5",1,Got correct answer after rationale
Manali,26 % of employees are women with fair hair . 40 % of fair - haired employees are women . what percent of employees have fair hair ?,"""think of 100 people total : from the first fact , 26 of these are women with fair hair . from the second fact , these 20 women make up 40 % of the total fair haired population . we can then make a ratio of 60 : 40 fair haired men to fair haired women . this means that ( 60 / 40 ) * 26 equals the number of fair haired men , which is 39 men with fair hair . add this 39 to the 26 women and get 65 fair haired men and women out of 100 total men and women . 65 % e""","a ) 25 , b ) 30 , c ) 50 , d ) 55 , e ) 65",e,gain,The percent of employees with fair hair is 65%.,1,,,1,
Manali,"source : knewton a cyclist ' s speed varies , depending on the terrain , between 6.0 miles per hour and 14.0 miles per hour , inclusive . what is the maximum distance , in miles , that the cyclist could travel in 5 hours ?","we are told that : generallya cyclist ' s speed varies , depending on the terrain , between 6.0 miles per hour and 14.0 miles per hour , inclusive . is it possible the cyclist to travel with maximum speed for some time ? why not , if there is right terrain for that . so , if there is long enough terrain for the maximum speed of 14 mph then the maximum distance , in miles , that the cyclist could travel in 5 hours would be 5 * 14 = 70 miles . answer : c .","a ) 42 , b ) 56 , c ) 70 , d ) 98 , e ) 140",c,physics,The maximum distance the cyclist could travel in 5 hours is 70 miles.,1,,,1,
Manali,"two cars start from the opposite places of a main road , 140 km apart . first car runs for 25 km and takes a right turn and then runs 15 km . it then turns left and then runs for another 25 km and then takes the direction back to reach the main road . in the mean time , due to minor break down the other car has run only 35 km along the main road . what would be the distance between two cars at this point ?",answer : d ) 55 km,"a ) 65 , b ) 38 , c ) 20 , d ) 55 , e ) 21",d,physics,The distance between the two cars at this point is 90 k,0,,"That is incorrect. The first car has travelled 50 kilometers along the road, and the other has run 35km. Calculate again",0,Wrong calculations even after rationale
Manali,"the ratio between the length and the breadth of a rectangular park is 3 : 4 . if a man cycling along the boundary of the park at the speed of 15 km / hr completes one round in 10 min , then the area of the park ( in sq . m ) is ?","""perimeter = distance covered in 10 min . = ( 15000 x 8 ) / 60 m = 2000 m . let length = 3 x metres and breadth = 4 x metres . then , 2 ( 3 x + 4 x ) = 2000 or x = 142.86 . length = 428.58 m and breadth = 571.44 m . area = ( 428.58 x 571.44 ) m 2 = 244907.76 m a""","a ) 244907.04 m , b ) 244000 m , c ) 244900 m , d ) 400000 m , e ) 154300 m",a,physics,"The area of the park is 12,000 square meters",0,,"That is incorrect. ""perimeter = distance covered in 10 min . = ( 15000 x 8 ) / 60 m = 2000 m . let length = 3 x metres and breadth = 4 x metres . then , 2 ( 3 x + 4 x ) = 2000 or x = 142.86 . length = 428.58 m and breadth = 571.44 m"" Now find the area",0,
Manali,two trains are moving in the same direction at 126 kmph and 54 kmph . the faster train crosses a man in the slower train in 14 seconds . find the length of the faster train ?,"""relative speed = ( 126 - 54 ) * 5 / 18 = 4 * 5 = 20 mps . distance covered in 27 sec = 14 * 20 = 280 m . the length of the faster train = 280 m . answer : a""","a ) 280 , b ) 290 , c ) 300 , d ) 310 , e ) 320",a,physics,The length of the faster train is 126 meters.,0,,"That is incorrect. ""relative speed = ( 126 - 54 ) * 5 / 18 = 4 * 5 = 20 mps . Now find the length of the train""",0,
Manali,10 women can complete a work in 7 days and 10 children take 14 days to complete the work . how many days will 8 women and 12 children take to complete the work ?,"""1 women ' s 1 day work = 1 / 70 1 child ' s 1 day work = 1 / 140 ( 8 women + 12 children ) ' s 1 day work = ( 8 / 70 + 12 / 140 ) = 1 / 5 8 women and 4 children will complete the work in 5 days . b""","a ) 4 , b ) 5 , c ) 7 , d ) 8 , e ) 2",b,physics,It will take 8 women and 12 children 6 days to complete the work,0,,"That is incorrect. ""1 women ' s 1 day work = 1 / 70 1 child ' s 1 day work = 1 / 140 ( 8 women + 12 children ) ' s 1 day work = ( 8 / 70 + 12 / 140 ) = 1 / 5"" How much time do 8 women and 12 children take to complete the work?",1,
Manali,"how many bricks , each measuring 25 cm x 11.25 cm x 6 cm , will be needed to build a wall of 1 m x 2 m x 20 cm ?","""number of bricks = volume of the wall / volume of 1 brick = ( 100 x 200 x 20 ) / ( 25 x 11.25 x 6 ) = 237 . answer : option c""","a ) 5600 , b ) 6000 , c ) 237 , d ) 7200 , e ) 8600",c,physics,The number of bricks needed to build the wall is 160,0,,"That is incorrect. ""number of bricks = volume of the wall / volume of 1 brick = ( 100 x 200 x 20 ) / ( 25 x 11.25 x 6 )""",0,Wrong calculation even after rationale
Manali,a train 120 m long is running with a speed of 62 kmph . in what time will it pass a man who is running at 8 kmph in the same direction in which the train is going,"""explanation : speed of the train relative to man = ( 62 - 8 ) kmph = ( 54 Ã— 5 / 18 ) m / sec = 15 m / sec time taken by the train to cross the man = time taken by it to cover 120 m at 15 m / sec = 120 Ã— 1 / 15 sec = 8 sec answer : option d""","a ) 5 sec , b ) 6 sec , c ) 7 sec , d ) 8 sec , e ) 9 sec",d,physics,The train will pass the man in 8 seconds.,1,,,1,
Manali,"800 men have provisions for 15 days . if 200 more men join them , for how many days will the provisions last now ?","""800 * 15 = 1000 * x x = 12 answer : e""","a ) 11.5 , b ) 12.5 , c ) 10.5 , d ) 11 , e ) 12",e,physics,The provisions will last for 12 days.,1,,,1,
Manali,"two trains of equal length , running with the speeds of 60 and 40 kmph , take 75 seconds to cross each other while they are running in the same direction . what time will they take to cross each other if they are running in opposite directions ?","""rs = 60 - 40 = 20 * 5 / 18 = 100 / 18 t = 75 d = 75 * 100 / 18 = 1250 / 3 rs = 60 + 50 = 100 * 5 / 18 t = 1250 / 3 * 18 / 500 = 15 sec answer : a""","a ) 15 sec , b ) 16 sec , c ) 14 sec , d ) 67 sec , e ) 13 sec",a,physics,The two trains will take 90 seconds to cross each other if they are running in opposite,0,,"That is incorrect. ""rs = 60 - 40 = 20 * 5 / 18 = 100 / 18 t = 75 d = 75 * 100 / 18 = 1250 / 3 rs = 60 + 50 = 100 * 5 / 18 t = 1250 / 3 * 18 / 500 """,0,
Manali,the speed of a boat in still water in 37 km / hr and the rate of current is 13 km / hr . the distance travelled downstream in 10 minutes is :,"""explanation : speed downstream = ( 37 + 13 ) = 50 kmph time = 24 minutes = 10 / 60 hour = 1 / 6 hour distance travelled = time Ã— speed = ( 1 / 6 ) Ã— 50 = 8.33 km answer : option e""","a ) 10.44 km , b ) 10.6 km , c ) 11.4 km , d ) 11.22 km , e ) 8.33 km",e,physics,The distance travelled downstream in 10 minutes is 11.5 kilometers,0,"Correct steps, incorrect calculation",Your calculation of the distance is incorrect. (37+13)*10/60 = 8.33 km,1,
Manali,"the length of a train and that of a platform are equal . if with a speed of 90 kmph the train crosses the platform in one minute , then the length of the train in metres is","""2 x will be the distance travelled by the train if the length of the train = the length of the platform = x as distance = speed * time distance = 2 x speed in kmph = 90 speed in mps = 90 * 5 / 18 as dist = speed * time 2 x = ( 90 * 5 / 18 ) * ( 60 sec ) on solving x = 900 mts answer : d""","a ) 500 , b ) 600 , c ) 750 , d ) 900 , e ) 950",d,physics,the length of the train is 2500 meters.,0,,"That is incorrect, ""2 x will be the distance travelled by the train if the length of the train = the length of the platform = x as distance = speed * time distance = 2 x speed in kmph = 90 speed in mps = 90 * 5 / 18 as dist = speed * time 2 x = ( 90 * 5 / 18 ) * ( 60 sec ) on solving x = 900 mts",0,Gives incorrect answer even after providing answer in rationale
Manali,"a train with 120 wagons crosses john who is going in the same direction , in 36 seconds . it travels for half an hour from the time it starts ove ( who is also riding on his horse ) coming from the opposite direction in 24 seconds . in how much time after the train has crossed the mike do the john meets to mike ? rtaking the john ( he is riding on the horse ) before it starts overtaking the mike","let the length of the train be l metres and speeds of the train arun and sriram be r , a and s respectively , then - - - - - - - - - - ( i ) and - - - - - - - - - ( ii ) from eq . ( i ) and ( ii ) 3 ( r - a ) = 2 ( r + k ) r = 3 a + 2 k in 30 minutes ( i . e 1800 seconds ) , the train covers 1800 r ( distance ) but the arun also covers 1800 a ( distance ) in the same time . therefore distance between arun and sriram , when the train has just crossed sriram = 1800 ( r - a ) - 24 ( a + k ) time required = = ( 3600 - 24 ) = 3576 s e","a ) 2534 , b ) 3545 , c ) 3521 , d ) 4564 , e ) 3576",e,physics,John will meet Mike in 1800 seconds (or 30 minutes).,0,,"let the length of the train be l metres and speeds of the train arun and sriram be r , a and s respectively , then - - - - - - - - - - ( i ) and - - - - - - - - - ( ii ) from eq . ( i ) and ( ii ) 3 ( r - a ) = 2 ( r + k ) r = 3 a + 2 k in 30 minutes ( i . e 1800 seconds ) , the train covers 1800 r ( distance ) but the arun also covers 1800 a ( distance ) in the same time . therefore distance between arun and sriram , when the train has just crossed sriram = 1800 ( r - a ) - 24 ( a + k ) time required = = ( 3600 - 24 ) = 3576 s e",0,
Manali,"a student traveled 10 percent of the distance of the trip alone , continued another 30 miles with a friend , and then finished the last half of the trip alone . how many miles long was the trip ?",let x be the total length of the trip . 0.1 x + 30 miles + 0.5 x = x 30 miles = 0.4 x x = 75 miles the answer is a .,"a ) 75 , b ) 100 , c ) 125 , d ) 150 , e ) 175",a,physics,the trip was 75 miles long,1,,,1,
Manali,a train 600 m long can cross an electric pole in 20 sec and then find the speed of the train ?,"""length = speed * time speed = l / t s = 600 / 20 s = 30 m / sec speed = 30 * 18 / 5 ( to convert m / sec in to kmph multiply by 18 / 5 ) speed = 108 kmph answer : b""","a ) 76 kmph , b ) 108 kmph , c ) 72 kmph , d ) 34 kmph , e ) 91 kmph",b,physics,the speed of the train is 108 kilometers per hour.,1,,,1,
Manali,two trains of length 150 m and 280 m are running towards each other on parallel lines at 42 kmph and 30 kmph respectively . in what time will they be clear of each other from the moment they meet ?,"""relative speed = ( 42 + 30 ) * 5 / 18 = 4 * 5 = 20 mps . distance covered in passing each other = 150 + 280 = 430 m . the time required = d / s = 430 / 20 = 21.5 sec . answer : d""","a ) 22 sec , b ) 77 sec , c ) 76 sec , d ) 21.5 sec , e ) 66 sec",d,physics,it will take 21.5 seconds for the two trains to be clear of each other from the moment they meet.,1,,,1,
Manali,"the amounts of time that three secretaries worked on a special project are in the ratio of 1 to 2 to 5 . if they worked a combined total of 128 hours , how many hours did the secretary who worked the longest spend on the project ?","""8 x = 128 = > x = 16 therefore the secretary who worked the longest spent 16 x 5 = 90 hours on the project option ( a )""","a ) 90 , b ) 70 , c ) 56 , d ) 16 , e ) 14",a,physics,the secretary who worked the longest spent 80 hours on the project.,1,,,1,
Manali,"x can do a piece of work in 4 hours ; y and z together can do it in 3 hours , while x and z together can do it in 2 hours . how long will y alone take to do it ?",x 1 hour ' s work = 1 / 4 ; y + z ' s hour ' s work = 1 / 3 x + y + z ' s 1 hour ' s work = 1 / 4 + 1 / 3 = 7 / 12 y ' s 1 hour ' s work = ( 7 / 12 - 1 / 2 ) = 1 / 12 . y alone will take 12 hours to do the work . c,"a ) 5 hours , b ) 10 hours , c ) 12 hours , d ) 24 hours , e ) 15 hours",c,physics,Y alone will take 12 hours to complete the work.,1,,,1,
Manali,how many seconds will a 500 m long train take to cros a man walking with a speed of 3 kmph in the direction of the moving train if the speed of the train is 63 kmph,time = distance ( here length of the train ) / relative speed ( 63 - 3 ) thus time = 500 / 60 * 5 / 18 = 500 * 18 / 60 * 5 = 30 seconds answer : b,"a ) 25 , b ) 30 , c ) 40 , d ) 45 , e ) 50",b,physics,it will take approximately 30 seconds for the 500-meter long train to cross the man walking with a speed of 3 km/h in the direction of the moving train.,1,,,1,
Manali,"20 beavers , working together in a constant pace , can build a dam in 6 hours . how many hours will it take 12 beavers that work at the same pace , to build the same dam ?","""total work = 20 * 6 = 120 beaver hours 12 beaver * x = 120 beaver hours x = 120 / 12 = 10 answer : a""","a ) 10 . , b ) 4 . , c ) 5 . , d ) 6 , e ) 8 .",a,physics,"it will take 12 beavers, working at the same pace, approximately 3.6 hours to build the same dam.",0,,"That is incorrect. ""total work = 20 * 6 = 120 beaver hours 12 beaver * x = 120"" Now find the answer",0,
Manali,"two pipes can fill a tank in 20 minutes and 12 minutes . an outlet pipe can empty the tank in 10 minutes . if all the pipes are opened when the tank is empty , then how many minutes will it take to fill the tank ?","""let v be the volume of the tank . the rate per minute at which the tank is filled is : v / 20 + v / 12 - v / 10 = v / 30 per minute the tank will be filled in 30 minutes . the answer is d .""","a ) 24 , b ) 26 , c ) 28 , d ) 30 , e ) 32",d,physics,it will take approximately 8.57 minutes to fill the tank when all the pipes are opened.,0,,"That is incorrect. ""let v be the volume of the tank . the rate per minute at which the tank is filled is : v / 20 + v / 12 - v / 10 = v / 30 per minute""",1,
Manali,how many seconds will a train 100 meters long take to cross a bridge 130 meters long if the speed of the train is 36 kmph ?,"""explanation : d = 100 + 130 = 230 s = 36 * 5 / 18 = 10 mps t = 230 / 10 = 23 sec answer : option d""","a ) 26 , b ) 72 , c ) 25 , d ) 23 , e ) 27",d,physics,it will take 23 seconds for the 100-meter long train to cross the 130-meter long bridge at a speed of 36 km/h.,1,,,1,
Manali,"p can do a work in the same time in which q and r together can do it . if p and q work together , the work can be completed in 10 days . r alone needs 20 days to complete the same work . then q alone can do it in","""work done by p and q in 1 day = 1 / 10 work done by r in 1 day = 1 / 20 work done by p , q and r in 1 day = 1 / 10 + 1 / 20 = 3 / 20 but work done by p in 1 day = work done by q and r in 1 day . hence the above equation can be written as work done by p in 1 day Ã£ â€” 2 = 3 / 20 = > work done by p in 1 day = 3 / 40 = > work done by q and r in 1 day = 3 / 40 hence work done by q in 1 day = 3 / 40 Ã¢ â‚¬ â€œ 1 / 20 = 1 / 40 so q alone can do the work in 40 days answer is e .""","a ) 20 , b ) 22 , c ) 25 , d ) 27 , e ) 40",e,physics,"Q alone can do the work in 31/30 days, which is approximately 1.033 days or 1 day and 47 minutes.",0,,"That is incorrect. ""work done by p and q in 1 day = 1 / 10 work done by r in 1 day = 1 / 20 work done by p , q and r in 1 day = 1 / 10 + 1 / 20 = 3 / 20 but work done by p in 1 day = work done by q and r in 1 day . hence the above equation can be written as work done by p in 1 day 2 = 3 / 20 = > work done by p in 1 day = 3 / 40 = > work done by q and r in 1 day = 3 / 40 hence work done by q in 1 day = 3 / 40 / 20 = 1 / 40 .""",0,
Manali,"the pinedale bus line travels at an average speed of 60 km / h , and has stops every 5 minutes along its route . yahya wants to go from his house to the pinedale mall , which is 9 stops away . how far away , in kilometers , is pinedale mall away from yahya ' s house ?","""number of stops in an hour : 60 / 5 = 12 distance between stops : 60 / 12 = 5 km distance between yahya ' s house and pinedale mall : 5 x 9 = 45 km imo , correct answer is ` ` c . ' '""","a ) 20 km , b ) 30 km , c ) 45 km , d ) 50 km , e ) 60 km",c,physics,Pinedale Mall is approximately 45 kilometers away from Yahya's house.,1,,,1,
Manali,the sum of four consecutive even integers is 1284 . the greatest of them is :,"""sol . let the four integers be x , x + 2 , x + 4 and x + 6 then , x + ( x + 2 ) + ( x + 4 ) + ( x + 6 ) = 1284 â‡” 4 x = 1272 â‡” x = 318 âˆ´ greatest integer = x + 6 = 324 . answer a""","a ) 324 , b ) 342 , c ) 364 , d ) 382 , e ) none",a,physics,The greatest of these integers is 324.,1,,,1,
Manali,"excluding stoppages , the speed of a bus is 80 km / hr and including stoppages , it is 70 km / hr . for how many minutes does the bus stop per hour ?","""due to stoppages , it covers 10 km less . time taken to cover 10 km = 10 / 80 * 60 = 8 min . answer : c""","a ) 11 min , b ) 10 min , c ) 8 min , d ) 6 min , e ) 5 min",c,physics,the bus does not stop at any stoppages per hour.,0,,"due to stoppages , it covers 10 km less . time taken to cover 10 km = ?",0,
Manali,"the lcm and hcf of two numbers are 8 and 48 respectively . if one of them is 24 , find the other ?",hcf x lcm = product of numbers 8 x 48 = 24 x the other number other number = ( 8 x 48 ) / 24 other number = 16 answer : d,"a ) 12 , b ) 14 , c ) 15 , d ) 16 , e ) 20",d,physics,the other number (x) is 16.,1,,,1,
